Presynaptic Neuron Type,Postsynaptic Neuron Type,gsyn_max,tau_d,tau_r,tau_f,Uinc
 Sub CA1-Projecting Pyramidal,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub CA1-Projecting Pyramidal,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 Sub CA1-Projecting Pyramidal,Sub Pyramidale Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 Sub CA1-Projecting Pyramidal,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 Sub CA1-Projecting Pyramidal,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub Pyramidale Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,LEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,LEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIV-VI Deep Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LV Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LV-VI Pyramidal-Polymorphic,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,LEC LVI Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 Sub EC-Projecting Pyramidal,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LI-II Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LI-II Pyramidal-Fan,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LII Oblique Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LII Stellate,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,LEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,LEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LI-II Polar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LII Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LII Basket,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LII Basket-Neurogliaform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,LEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Multipolar-Pyramidal,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Basket,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG HICAP,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG MOPP,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LI-II Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LI-II Pyramidal-Fan,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LII Oblique Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LII Stellate,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,LEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,LEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LI-II Polar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LII Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LII Basket,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LII Basket-Neurogliaform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,LEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LI Neurogliaform,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LI-II Pyramidal-Fan,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIV-VI Deep Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LV Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG HICAP,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG MOLAX,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Molecular Layer,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Outer Molecular Layer,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Total Molecular Layer,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG MOPP,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Neurogliaform,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,DG Wide-Arbor Neurogliaform,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Athorny Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3c Umbrella Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Giant,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Granule,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Basket CCK+,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 LMR-Targeting,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Perforant Path-Associated,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA3 Perforant Path-Associated Projecting,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA2 Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA2 Wide-Arbor Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,CA1 Neurogliaform Projecting,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub CA1-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub EC-Projecting Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub Pyramidale Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub Wide-arbor Polymorphic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,Sub Recurrent Polymorphic-Moleculare,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LI-II Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LI-II Pyramidal-Fan,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LII Oblique Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LII Stellate,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIV-VI Deep Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LV Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LV-VI Pyramidal-Polymorphic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LI-II Polar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LII Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LII Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LII Basket-Neurogliaform,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LI Neurogliaform,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LI-II Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LI-II Pyramidal-Fan,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LII Oblique Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LII Stellate,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LII-III Pyramidal-Multiform,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LII-III Pyramidal-Tripolar,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII Small Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Bipolar Complex Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII Stellate,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII-V Bipolar Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIV-V Pyramidal-Horizontal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIV-VI Deep Multipolar Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LV Multipolar-Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LV Principal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LV Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LV Deep Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LV Superficial Pyramidal,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LV-VI Pyramidal-Polymorphic,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LI-II Polar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LII Axo-axonic,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LII Basket,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LII Basket-Neurogliaform,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII Bipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Superficial Multipolar Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LII-III Superficial Polymorphic Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,EC LIII Pyramidal-Looking Interneuron,1.58,6.12,556.15,28.22,0.2
 MEC LII-III Pyramidal-Multiform,MEC LIII Superficial Trilayered Interneuron,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Adult-Born Immature Granule,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Hilar Ectopic Granule,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Semilunar Granule,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Local-Projecting Cajal-Retzius,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG AIPRIM,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Granulosum-targeting Axo-axonic,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Axo-axonic GRALDEN,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Basket,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Basket GRALDEN,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Basket CCK+,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Interneuron Specific COLTAR,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG COM-MOPP,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG HICAP,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Interneuron Specific IMOT,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Interneuron Specific HIMOLD,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG Interneuron Specific HIPRO,1.58,6.12,556.15,28.22,0.2
 EC LII-III Pyramidal-Tripolar,DG MOLAX,1.58,6.12,556.15,28.22,0.2
